One Hot Encode,Symptom Description
34,"""My chest feels tight and constricted, and I'm struggling to catch my breath.  I've got a persistent cough that's bringing up thick, white phlegm, and I feel incredibly weak and fatigued.  My fever is high, and I'm shivering despite feeling hot."""
34,"""I feel like I'm constantly battling a head cold, but it's more than that.  My cough is relentless, and it feels like my lungs are struggling to keep up.  The slightest exertion leaves me breathless, and my fever is high enough to make me feel weak and shaky.  Whenever I cough, I bring up thick, white mucus that just won't stop.  I haven't felt this awful in a long time, and I'm really worried."""
34,"My chest feels tight and constricted, making it hard to take a full breath.  I've been coughing a lot, especially at night, and it feels like there's something stuck in my lungs. I'm also feeling very weak and exhausted, and my fever has been spiking, making it difficult to sleep. I've noticed I'm coughing up a lot of mucus, and it feels like it's getting thicker."
34,"""I feel like I'm constantly fighting for air.  My chest feels tight and I've been coughing up thick, sticky phlegm.  My fever is high and I'm so exhausted I can barely get out of bed."""
34,"""I feel like I'm constantly gasping for air, and my chest feels tight and heavy. I've had this cough for days, it's dry and makes my throat scratchy.  My fever is high, and I just feel drained and weak. I haven't been able to sleep properly because of the coughing, and I feel like I can't catch my breath."""
34,"""It's like my lungs are trying to cough up a storm, but all I can manage is a few wheezing gasps. I feel so weak and drained, and my fever is making everything worse. I can't seem to catch my breath, and the thick phlegm just keeps coming."""
34,"""I've been having trouble sleeping because my chest feels tight and I wake up gasping for air. My cough is getting worse, and I'm feeling more tired than usual.  Even when I don't cough, my breathing feels labored and I feel like I'm always out of breath. I've also noticed that I'm producing a lot of mucus when I cough, and my fever has been high for several days."""
34,"""I've been feeling awful lately. My chest feels tight and constricted, and it's hard to get a full breath. My cough is persistent, and it seems like I'm always bringing up phlegm. I have a high fever and feel weak and drained. It's like I'm constantly fighting for air."""
34,"""I can barely catch my breath, and it feels like my chest is constricted. I've been coughing up thick mucus, and I'm exhausted.  My fever has been incredibly high, and it's hard to sleep. I just feel incredibly weak and drained."""
34,"""It's been tough trying to sleep because my chest feels so tight and I can barely catch my breath. I've been coughing up thick phlegm, and my temperature is really high.  I just feel completely drained, like I have no energy at all."""
34,"""I've been feeling like I can't catch my breath, even when I'm just sitting still.  My chest feels tight, and I have this hacking cough that won't quit.  My fever is pretty bad, and I'm coughing up a lot of thick, sticky phlegm.  I feel so weak and exhausted, like I can barely move."""
34,"""I've been having trouble sleeping because my chest feels tight and I can't catch my breath. I've also been coughing a lot, especially at night, and I've noticed that my cough is bringing up thick, sticky mucus. My fever is pretty high, and I feel really weak and drained."""
34,"""I've been feeling like I'm dragging myself through mud lately. My chest feels tight and constricted, and I can't seem to catch my breath without coughing. It feels like I'm always trying to clear something out of my lungs, and I'm spitting up thick, sticky phlegm.  My fever is high, and I'm exhausted to the point of being unable to function. It's like my body is rebelling against me."""
34,"""I've been having trouble sleeping because I can't seem to catch my breath. My chest feels tight and I'm coughing a lot, especially at night.  I also have a high fever and feel very weak and tired. My cough seems to bring up thick, sticky mucus."""
34,"""I feel like I can't catch my breath, and it's hard to even get out of bed. My chest feels tight and I've been coughing up this thick, white mucus. My fever is really high and I'm just exhausted all the time."""
34,"""I've been feeling like I can't catch my breath, and every time I try to take a deep breath, it feels like my chest is getting tighter. I also have this annoying cough that just won't quit, and I've been feeling really weak and tired. My fever is really high, and when I cough, it feels like I'm bringing up a lot of thick, sticky mucus. It's all been really scary, and I just want to feel better."""
34,"""I've been feeling like I can't catch my breath, and it's been getting worse. It feels like my chest is tight and I'm wheezing when I try to breathe. My cough won't go away, and it seems to be getting worse at night. I also have a fever that's been lingering, and I'm feeling very exhausted. It's been hard to sleep because I feel like I can't get enough air."""
34,"""I've been feeling like I'm constantly fighting for air, my chest feels tight and I'm wheezing.  My cough is relentless, and I'm constantly bringing up thick, sticky phlegm.  I haven't slept properly in days because I'm just too exhausted, and my fever is so high I feel like I'm burning up."""
34,"""I've been feeling like I can't get a full breath, and it feels like my chest is tight and constricted. My cough has been coming in fits and starts, and I'm getting this whistling sound when I exhale.  I'm also having trouble sleeping because of the coughing, and I'm just feeling really exhausted."""
